SPB-11594,2019-06-03 20:58,3509,세종사이버대학교,3,2019-06-03 21:16,3534,건대입구역 5번출구 뒤,4,18,2420
SPB-18774,2019-06-03 21:00,3533,건대입구역 사거리(롯데백화점),6,2019-06-03 21:16,3534,건대입구역 5번출구 뒤,3,15,530
SPB-18917,2019-06-03 20:30,588,뚝섬 유원지역,2,2019-06-03 21:16,3534,건대입구역 5번출구 뒤,11,43,6730
SPB-00838,2019-06-03 20:37,502,뚝섬유원지역 1번출구 앞,7,2019-06-03 21:16,3534,건대입구역 5번출구 뒤,1,38,7510
SPB-13822,2019-06-03 20:56,502,뚝섬유원지역 1번출구 앞,9,2019-06-03 21:28,3534,건대입구역 5번출구 뒤,12,32,4090
SPB-00857,2019-06-03 20:56,502,뚝섬유원지역 1번출구 앞,15,2019-06-03 21:28,3534,건대입구역 5번출구 뒤,11,32,4130
SPB-05490,2019-06-03 20:39,565,옥수역 3번출구,4,2019-06-03 21:52,3534,건대입구역 5번출구 뒤,4,72,8790
SPB-06175,2019-06-03 21:16,808,서빙고동 금호맨션 앞,7,2019-06-03 22:00,3534,건대입구역 5번출구 뒤,7,43,11370
SPB-18555,2019-06-03 21:37,3502,중곡역 1번출구,2,2019-06-03 22:06,3534,건대입구역 5번출구 뒤,9,28,3950
SPB-15097,2019-06-03 22:03,584,광진광장 교통섬,12,2019-06-03 22:12,3534,건대입구역 5번출구 뒤,8,7,0
SPB-12212,2019-06-03 21:54,1231,잠실역 6번출구,3,2019-06-03 22:32,3534,건대입구역 5번출구 뒤,9,37,4320
SPB-05604,2019-06-03 22:18,539,군자교교차로,3,2019-06-03 22:43,3534,건대입구역 5번출구 뒤,1,25,3350
SPB-03169,2019-06-03 20:50,1296,석촌호수교차로 (송파나루근린공원 앞),3,2019-06-03 22:44,3534,건대입구역 5번출구 뒤,8,114,10560
SPB-03000,2019-06-03 21:06,1297,석촌호수교차로(동호 팔각정 앞),3,2019-06-03 22:45,3534,건대입구역 5번출구 뒤,7,97,9740
SPB-03979,2019-06-03 22:17,592,건국대학교 학생회관,1,2019-06-03 22:47,3534,건대입구역 5번출구 뒤,9,29,3770
SPB-03557,2019-06-03 22:33,512,뚝섬역 1번 출구 옆,3,2019-06-03 22:52,3534,건대입구역 5번출구 뒤,3,18,0
SPB-07595,2019-06-03 22:57,3536,중앙농협(자양동),10,2019-06-03 23:06,3534,건대입구역 5번출구 뒤,12,9,1680
SPB-04291,2019-06-03 23:13,505,자양사거리 광진아크로텔 앞,5,2019-06-03 23:22,3534,건대입구역 5번출구 뒤,1,9,1300
SPB-22222,2019-06-03 22:42,516,광진메디칼 앞,8,2019-06-03 23:41,3534,건대입구역 5번출구 뒤,9,55,7540
SPB-21701,2019-06-03 22:42,516,광진메디칼 앞,4,2019-06-03 23:41,3534,건대입구역 5번출구 뒤,7,58,8250
SPB-15472,2019-06-03 23:03,573,구의문주차장 앞,4,2019-06-03 23:43,3534,건대입구역 5번출구 뒤,5,40,3590
SPB-06672,2019-06-03 23:42,505,자양사거리 광진아크로텔 앞,4,2019-06-03 23:51,3534,건대입구역 5번출구 뒤,8,8,1310
SPB-10882,2019-06-03 23:56,551,구의삼성쉐르빌 앞,9,2019-06-04 0:12,3534,건대입구역 5번출구 뒤,9,16,2300
SPB-17363,2019-06-04 0:17,3506,영동대교 북단,1,2019-06-04 0:30,3534,건대입구역 5번출구 뒤,2,12,1220
SPB-03169,2019-06-03 23:07,3534,건대입구역 5번출구 뒤,8,2019-06-04 0:55,3534,건대입구역 5번출구 뒤,12,107,10610
SPB-07595,2019-06-03 23:08,3534,건대입구역 5번출구 뒤,12,2019-06-04 0:56,3534,건대입구역 5번출구 뒤,3,104,9370
SPB-23582,2019-06-04 0:55,508,성수아카데미타워 앞,9,2019-06-04 1:00,3534,건대입구역 5번출구 뒤,12,5,1220
SPB-05462,2019-06-04 0:51,3536,중앙농협(자양동),9,2019-06-04 1:03,3534,건대입구역 5번출구 뒤,3,11,1780
SPB-13705,2019-06-04 0:38,633,청량리 기업은행 앞,4,2019-06-04 1:36,3534,건대입구역 5번출구 뒤,10,57,9040
SPB-20772,2019-06-03 23:25,3533,건대입구역 사거리(롯데백화점),3,2019-06-04 1:38,3534,건대입구역 5번출구 뒤,8,130,13480
SPB-04845,2019-06-04 1:23,3506,영동대교 북단,3,2019-06-04 1:40,3534,건대입구역 5번출구 뒤,9,16,1320
SPB-18680,2019-06-04 1:41,567,성수역 2번출구 앞,6,2019-06-04 1:50,3534,건대입구역 5번출구 뒤,1,8,1210
SPB-19471,2019-06-04 1:44,2388,강남구 도시관리공단,10,2019-06-04 2:04,3534,건대입구역 5번출구 뒤,7,17,3410
SPB-12163,2019-06-04 1:51,552,대림아크로리버 앞,7,2019-06-04 2:09,3534,건대입구역 5번출구 뒤,1,17,2110
SPB-23369,2019-06-04 1:01,536,행당역 2번출구 앞,4,2019-06-04 2:12,3534,건대입구역 5번출구 뒤,4,65,7060
SPB-22636,2019-06-04 0:55,536,행당역 2번출구 앞,2,2019-06-04 2:12,3534,건대입구역 5번출구 뒤,6,73,7080
SPB-22340,2019-06-04 3:46,588,뚝섬 유원지역,8,2019-06-04 3:52,3534,건대입구역 5번출구 뒤,3,5,1290
SPB-06686,2019-06-04 3:39,525,한양대병원사거리,9,2019-06-04 4:03,3534,건대입구역 5번출구 뒤,5,24,4170
SPB-02245,2019-06-04 5:38,3501,광진구청 앞,2,2019-06-04 5:47,3534,건대입구역 5번출구 뒤,9,8,1680
SPB-16977,2019-06-04 5:00,585,성수2가1동 공영주차장 인근,5,2019-06-04 5:52,3534,건대입구역 5번출구 뒤,8,51,12650
SPB-18353,2019-06-04 6:30,584,광진광장 교통섬,4,2019-06-04 6:46,3534,건대입구역 5번출구 뒤,12,15,1550
SPB-06488,2019-06-04 6:44,503,더샵스타시티 C동 앞,11,2019-06-04 6:48,3534,건대입구역 5번출구 뒤,1,3,690
SPB-05690,2019-06-04 6:57,507,성수아이에스비즈타워 앞,4,2019-06-04 7:08,3534,건대입구역 5번출구 뒤,11,10,1760
SPB-07524,2019-06-04 7:11,3509,세종사이버대학교,5,2019-06-04 7:26,3534,건대입구역 5번출구 뒤,9,14,1810
SPB-20232,2019-06-04 7:25,575,중앙농협 중곡지점,2,2019-06-04 7:48,3534,건대입구역 5번출구 뒤,4,21,3420
SPB-02245,2019-06-04 6:32,3534,건대입구역 5번출구 뒤,9,2019-06-04 7:55,3534,건대입구역 5번출구 뒤,9,81,16150
SPB-24046,2019-06-04 7:54,567,성수역 2번출구 앞,14,2019-06-04 8:02,3534,건대입구역 5번출구 뒤,6,7,1200
SPB-24218,2019-06-04 7:55,3536,중앙농협(자양동),1,2019-06-04 8:04,3534,건대입구역 5번출구 뒤,2,8,1680
SPB-11798,2019-06-04 8:11,560,비전교회 앞,8,2019-06-04 8:20,3534,건대입구역 5번출구 뒤,12,8,1200
SPB-07967,2019-06-04 8:11,503,더샵스타시티 C동 앞,14,2019-06-04 8:42,3534,건대입구역 5번출구 뒤,12,28,6290
SPB-18309,2019-06-04 8:51,3538,서울숲 IT캐슬,13,2019-06-04 9:05,3534,건대입구역 5번출구 뒤,5,13,3100
SPB-13381,2019-06-04 9:02,503,더샵스타시티 C동 앞,11,2019-06-04 9:11,3534,건대입구역 5번출구 뒤,3,9,710
SPB-08254,2019-06-04 9:26,548,자양나들목,12,2019-06-04 9:36,3534,건대입구역 5번출구 뒤,9,9,730
SPB-15809,2019-06-04 9:30,567,성수역 2번출구 앞,13,2019-06-04 9:43,3534,건대입구역 5번출구 뒤,4,12,1350
SPB-11507,2019-06-04 9:44,3541,커먼그라운드,1,2019-06-04 9:46,3534,건대입구역 5번출구 뒤,6,2,320
SPB-23028,2019-06-04 9:11,588,뚝섬 유원지역,13,2019-06-04 10:00,3534,건대입구역 5번출구 뒤,5,47,2150
